model,feature,layer,train_lang,test_lang,accuracy,accuracy_std,macro_f1,macro_f1_std,majority,majority_std,majority_acc,majority_acc_std,n,n_classes,n_splits
xlsr300m,place,4,es_419,en_us,0.7507662835249043,0.006435654820071514,0.649270814881726,0.008942851267575349,0.2707622298065984,0.001342318957935745,0.6839080459770115,0.005707973594186437,5220,3,1
xlsr300m,place,4,es_419,de_de,0.6858624071738826,0.005215949654771551,0.6027868106867112,0.006230772333787865,0.2442964935641367,0.001615195904702609,0.5783942833123161,0.006034057313963319,7137,3,1
xlsr300m,voicing,6,en_us,de_de,0.7263590680676107,0.0065186477921816395,0.7184892324967017,0.006608710462574008,0.3723297491039427,0.0028340494572456814,0.5931932389218821,0.007184108488284124,4378,2,1
xlsr300m,voicing,6,en_us,es_419,0.7288831835686778,0.0066072074089531165,0.6900293186179554,0.007238122225754026,0.40324804657576224,0.0024389459408899012,0.6757381258023106,0.006853177403797035,3895,2,1
xlsr300m,voicing,6,de_de,en_us,0.6896124031007752,0.007528117675477266,0.6740815682247234,0.007661099379107068,0.37024018746338605,0.0034718443582908943,0.587906976744186,0.00875642883662027,3225,2,1
xlsr300m,voicing,6,de_de,es_419,0.7024390243902439,0.007046957102919028,0.6839532245969713,0.00722162348449187,0.40324804657576224,0.0024389459408899012,0.6757381258023106,0.006853177403797035,3895,2,1
xlsr300m,voicing,6,es_419,en_us,0.6759689922480621,0.008223451656208521,0.6463024920895915,0.008545737651012828,0.37024018746338605,0.0034718443582908943,0.587906976744186,0.00875642883662027,3225,2,1
xlsr300m,voicing,6,es_419,de_de,0.7462311557788944,0.006704824498632562,0.7226325839387254,0.007170299612710868,0.3723297491039427,0.0028340494572456814,0.5931932389218821,0.007184108488284124,4378,2,1
xlsr300m,nasal,6,en_us,de_de,0.8540829986613119,0.00328722039436292,0.7289989856974183,0.005411118621686785,0.462565762849049,0.0010006616793049108,0.8606927710843374,0.0034636290408000363,11952,2,1
xlsr300m,nasal,6,en_us,es_419,0.887149775164303,0.0029935047198699273,0.6855841972672676,0.006409564369727074,0.47398107714701604,0.0007260363982629536,0.9010722933241093,0.0026249259239447633,11564,2,1
xlsr300m,nasal,6,de_de,en_us,0.8736025553274013,0.003934501006341164,0.7345989580401581,0.006990684503452681,0.47119502925740486,0.0009290408051868059,0.8910563540953684,0.003323131987555008,8766,2,1
xlsr300m,nasal,6,de_de,es_419,0.898132134209616,0.002747217192947337,0.7365870146665491,0.006494385862071133,0.47398107714701604,0.0007260363982629536,0.9010722933241093,0.0026249259239447633,11564,2,1
xlsr300m,nasal,6,es_419,en_us,0.8848961898243213,0.0033326266205654354,0.7108486978473253,0.007287787193668557,0.47119502925740486,0.0009290408051868059,0.8910563540953684,0.003323131987555008,8766,2,1
xlsr300m,nasal,6,es_419,de_de,0.8400267737617135,0.0033103042778350683,0.7160223133789558,0.005642411406607851,0.462565762849049,0.0010006616793049108,0.8606927710843374,0.0034636290408000363,11952,2,1
xlsr300m,manner,6,en_us,de_de,0.5565363598150483,0.006117073486081178,0.4412314901852083,0.0074981157192770325,0.08885013623978202,0.0013079247988190337,0.2855541544066134,0.005404910523021583,7137,5,1
